overs,battingteam,bowlingteam,venue,season,runs
3,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,2013,29
3,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,2013,33
3,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,2013,34
3,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,2013,40
4,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,2013,40
4,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,2013,44
4,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,2013,48
4,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,2013,49
5,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,2013,53
5,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,2013,56
5,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,2013,60
5,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,2013,66
5,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,2013,67
0,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,5
0,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,6
0,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,10
0,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,11
0,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,12
0,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,14
0,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,18
1,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,18
1,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,22
1,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,23
1,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,24
2,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,28
2,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,32
3,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,32
3,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,33
4,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,37
4,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,41
4,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,45
4,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,46
4,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,47
4,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,51
5,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,55
5,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,56
5,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,58
5,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,62
5,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,2013,63
0,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,0
0,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,1
0,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,3
0,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,7
1,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,7
1,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,8
1,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,9
1,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,10
1,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,12
2,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,16
2,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,20
2,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,24
2,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,28
3,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,29
3,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,30
3,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,31
4,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,32
4,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,33
4,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,37
4,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,38
5,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,38
5,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,42
5,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,46
5,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,48
5,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013,52
0,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,0
0,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,1
0,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,5
1,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,6
1,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,10
2,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,16
2,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,17
2,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,18
2,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,22
3,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,24
3,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,25
4,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,25
4,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,26
4,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,30
4,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,34
5,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,34
5,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2013,35
0,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,2013,0
0,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,2013,2
1,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,2013,6
1,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,2013,7
